date,portfolio_value,USDT_balance,BTC_balance,BTC_price,ETH_balance,BNB_balance,SOL_balance,other_balance,daily_return,cumulative_return
2025-01-22,64968.0742236,0.0,0.62646,103706.66,0.0,0.0,0.0,0.0,-0.022960922265658046,0.2108613276608498
2025-01-23,65095.6715964,0.0,0.62646,103910.34,0.0,0.0,0.0,0.0,0.0019640011547956693,0.21323946070667316
2025-01-24,65697.17343,0.0,0.62646,104870.5,0.0,0.0,0.0,0.0,0.009240273874572935,0.22445012559904196
2025-01-25,65619.711651,0.0,0.62646,104746.85,0.0,0.0,0.0,0.0,-0.0011790732379457491,0.22300640922474887
2025-01-26,64287.3252,0.0,0.62646,102620.0,0.0,0.0,0.0,0.0,-0.020304667873067395,0.1981736702788076
2025-01-27,63950.809681800005,0.0,0.62646,102082.83,0.0,0.0,0.0,0.0,-0.0052345546677060595,0.19190176470032722
2025-01-28,63482.649859200006,0.0,0.62646,101335.52,0.0,0.0,0.0,0.0,-0.0073206238502596666,0.1831763002144955
2025-01-29,64984.72553040001,0.0,0.62646,103733.24,0.0,0.0,0.0,0.0,0.023661199942527578,0.21117167122113067
2025-01-30,65604.73299240001,0.0,0.62646,104722.94,0.0,0.0,0.0,0.0,0.00954081835292131,0.22272724013045575
2025-01-31,64168.0221576,0.0,0.62646,102429.56,0.0,0.0,0.0,0.0,-0.021899499765762998,0.19595012522162672
2025-02-01,63044.209298999995,0.0,0.62646,100635.65,0.0,0.0,0.0,0.0,-0.01751359666096397,0.17500473710186587
2025-02-02,61205.5116114,0.0,0.62646,97700.59,0.0,0.0,0.0,0.0,-0.029165211334154395,0.1407354756256574
2025-02-03,63478.2646392,0.0,0.62646,101328.52,0.0,0.0,0.0,0.0,0.03713314320824468,0.1830945694047902
2025-02-04,61244.690419800005,0.0,0.62646,97763.13,0.0,0.0,0.0,0.0,-0.03518644109279401,0.14146568203122406
2025-02-05,60523.8228978,0.0,0.62646,96612.43,0.0,0.0,0.0,0.0,-0.011770285996367091,0.1280303044986784
2025-02-06,60487.43810100001,0.0,0.62646,96554.35,0.0,0.0,0.0,0.0,-0.0006011648811646841,0.12735217229472423
2025-02-07,60457.649928000006,0.0,0.62646,96506.8,0.0,0.0,0.0,0.0,-0.0004924687494659574,0.12679698658022648
2025-02-08,60418.771820400005,0.0,0.62646,96444.74,0.0,0.0,0.0,0.0,-0.0006430634939714741,0.12607238457303974
2025-02-09,60430.054365,0.0,0.62646,96462.75,0.0,0.0,0.0,0.0,0.00018673905907151678,0.12628266627058132
2025-02-10,61036.51149720001,0.0,0.62646,97430.82,0.0,0.0,0.0,0.0,0.010035687350816946,0.13758568697791726
2025-02-11,60001.211172,0.0,0.62646,95778.2,0.0,0.0,0.0,0.0,-0.016961983897908373,0.11828997687290681
2025-02-12,61311.63393540001,0.0,0.62646,97869.99,0.0,0.0,0.0,0.0,0.021839938524633062,0.14271336122052442
2025-02-13,60521.135384400004,0.0,0.62646,96608.14,0.0,0.0,0.0,0.0,-0.012893124848587512,0.12798021518815916
2025-02-14,61080.1507008,0.0,0.62646,97500.48,0.0,0.0,0.0,0.0,0.009236695789816451,0.13839902529278378
2025-02-15,61123.4892036,0.0,0.62646,97569.66,0.0,0.0,0.0,0.0,0.0007095349684433927,0.13920675920927078
2025-02-16,60214.1574552,0.0,0.62646,96118.12,0.0,0.0,0.0,0.0,-0.014876960727340904,0.12225882499219322
2025-02-17,60002.338800000005,0.0,0.62646,95780.0,0.0,0.0,0.0,0.0,-0.0035177550289164916,0.11831099336683105
