date,datetime,open_price,high_price,low_price,close_price,volume_btc,volume_usdt,trade_count,taker_buy_volume_btc,taker_buy_volume_usdt,price_change,price_change_abs,high_low_ratio,volume_ratio,ma_7,ma_30,ma_90
2025-02-07,2025-02-07 00:00:00+00:00,96554.35,100137.99,95620.34,96506.8,31794.22065,3107592434.6738343,5012456,15249.3537,1491114588.559852,-0.0004924687494659574,-47.55000000000291,1.0472457010715504,0.47982952073197327,98157.35285714285,100254.47600000001,
2025-02-08,2025-02-08 00:00:00+00:00,96506.8,96880.0,95688.0,96444.74,10147.24294,977040267.5158632,1757892,4450.52682,428452764.9047411,-0.0006430634939713631,-62.05999999999767,1.0124571524120056,0.438521091862557,97558.65142857144,100384.21766666666,
2025-02-09,2025-02-09 00:00:00+00:00,96444.75,97323.09,94713.0,96462.75,14120.91613,1359495152.3107975,2293192,6663.72875,641795598.1752762,0.00018673905907151678,18.00999999999476,1.0275578854011593,0.4720837710118982,97381.81714285715,100442.10566666667,
2025-02-10,2025-02-10 00:00:00+00:00,96462.75,98345.0,95256.0,97430.82,20572.87537,1999112052.6687863,3475919,9607.62329,933665618.5050192,0.010035687350816946,968.070000000007,1.0324284034601494,0.46704016278556715,96825.00285714286,100536.46666666666,
2025-02-11,2025-02-11 00:00:00+00:00,97430.82,98478.42,94876.88,95778.2,18647.76379,1806534846.3863196,3716586,8594.50066,832320054.8763715,-0.016961983897908373,-1652.62000000001,1.0379601437146753,0.46072737348039144,96541.44142857144,100577.57133333333,
2025-02-12,2025-02-12 00:00:00+00:00,95778.21,98119.99,94088.23,97869.99,29151.16625,2800142168.3943653,4992737,13820.70553,1328044257.0401335,0.021839938524633062,2091.790000000008,1.042850843298891,0.47427743920647064,96721.09285714287,100688.70100000002,
2025-02-13,2025-02-13 00:00:00+00:00,97870.0,98083.91,95217.36,96608.14,19921.77616,1916988246.3921185,3909456,8852.16215,851823567.0939348,-0.0128931248485874,-1261.8500000000058,1.030105329532346,0.44435513295249224,96728.77714285713,100690.277,
2025-02-14,2025-02-14 00:00:00+00:00,96608.13,98826.0,96252.82,97500.48,18173.02646,1768073218.8690155,3499564,9061.31682,881925349.6444213,0.009236695789816451,892.3399999999965,1.0267335544039125,0.49880589798682834,96870.73142857142,100590.38133333335,
2025-02-15,2025-02-15 00:00:00+00:00,97500.47,97972.26,97223.58,97569.66,7349.37683,717245393.778092,1694327,3579.14202,349322778.2339769,0.0007095349684433927,69.18000000000757,1.0077006010270346,0.4870338398325826,97031.43428571428,100509.79333333332,
2025-02-16,2025-02-16 00:00:00+00:00,97569.67,97704.47,96046.18,96118.12,8191.4249,794694242.2949731,1596701,3719.73063,360842416.66441673,-0.014876960727340904,-1451.5400000000081,1.0172655487183353,0.4540644658785384,96982.20142857141,100244.48133333333,
2025-02-17,2025-02-17 00:00:00+00:00,96118.12,97046.59,95205.0,95780.0,16492.0451,1584593526.1754677,2831237,8010.41565,769979077.1361973,-0.0035177550289164916,-338.11999999999534,1.019343416837351,0.48591582914932013,96746.37,99951.94033333333,
2025-02-18,2025-02-18 00:00:00+00:00,95780.01,96753.91,93388.09,95671.74,23368.19471,2223994802.892005,4234248,11432.47367,1088319233.5219896,-0.0011302986009604776,-108.25999999999476,1.036041212535774,0.4893533168813063,96731.16142857142,99763.27933333334,
2025-02-19,2025-02-19 00:00:00+00:00,95671.74,96899.99,95029.99,96644.37,16438.50954,1576817572.1032505,2784225,7173.61807,688586919.9759259,0.01016632497746972,972.6299999999901,1.0196779984928968,0.43669409331698966,96556.07285714286,99576.09133333333,
2025-02-20,2025-02-20 00:00:00+00:00,96644.37,98711.36,96415.09,98305.0,17057.39177,1663386824.7315507,2386973,8356.42859,815056614.173827,0.017182894357943512,1660.6300000000047,1.023816500093502,0.489998238566887,96798.48142857144,99314.79733333334,
2025-02-21,2025-02-21 00:00:00+00:00,98305.01,99475.0,94871.95,96181.98,32249.2814,3143975917.573464,4528525,15313.58184,1493403646.8483028,-0.02159625654849706,-2123.020000000004,1.04851855580074,0.4750047983830993,96610.12428571428,99063.97466666666,
2025-02-22,2025-02-22 00:00:00+00:00,96181.99,96980.0,95770.49,96551.01,11268.17708,1087077133.8226364,1506418,5293.28051,510722895.1675426,0.0038367893861199764,369.02999999999884,1.0126292556297873,0.46981293164691873,96464.60285714285,98818.66366666667,
2025-02-23,2025-02-23 00:00:00+00:00,96551.01,96650.0,95227.94,96258.0,10884.84913,1044392011.791024,1457368,4619.93267,443381984.4110255,-0.003034768875022631,-293.00999999999476,1.014933222329497,0.424535978258462,96484.58571428573,98531.58033333333,
