date,txn_volume,txn_shares
2025-06-22 02:12:56.776000+00:00,6.1398006,6e-05
2025-06-22 02:12:56.776000+00:00,6.1398006,6e-05
2025-06-22 02:12:56.776000+00:00,6.1398006,6e-05
2025-06-22 02:12:56.776000+00:00,26.6058026,0.00026
2025-06-22 02:12:56.776000+00:00,6.1398006,6e-05
2025-06-22 02:12:56.776000+00:00,6.1398006,6e-05
2025-06-22 02:12:56.776000+00:00,6.1398006,6e-05
2025-06-22 02:12:56.776000+00:00,6.1398006,6e-05
2025-06-22 02:12:56.776000+00:00,6.1398006,6e-05
2025-06-22 02:12:56.776000+00:00,6.1398006,6e-05
2025-06-22 02:12:56.776000+00:00,10.233001,0.0001
2025-06-22 02:12:56.776000+00:00,6.1398006,6e-05
2025-06-22 02:12:56.776000+00:00,12.2796012,0.00012
2025-06-22 02:12:56.776000+00:00,6.1398006,6e-05
2025-06-22 02:12:56.776000+00:00,30.699594,0.0003
2025-06-22 02:12:56.776000+00:00,51.166025,0.0005
2025-06-22 02:12:56.776000+00:00,5.1166115,5e-05
2025-06-22 02:12:56.776000+00:00,435.9356832,0.00426
2025-06-22 02:12:56.776000+00:00,10.233232,0.0001
2025-06-22 02:12:56.776000+00:00,32.7467968,0.00032
2025-06-22 02:12:56.776000+00:00,9.2100681,9e-05
2025-06-22 02:12:56.776000+00:00,5.1167145,5e-05
2025-06-22 02:12:56.776000+00:00,499.393824,0.00488
2025-06-22 02:12:56.776000+00:00,6.1401594,6e-05
2025-06-22 02:12:56.776000+00:00,1847.1646195,0.01805
2025-06-22 02:12:56.776000+00:00,5843.3856,0.0571
2025-06-22 02:12:56.776000+00:00,204.672,0.002
2025-06-22 02:12:56.776000+00:00,6.14016,6e-05
2025-06-22 02:13:01.022000+00:00,37026.18816,0.36181
2025-06-22 02:13:01.023000+00:00,14042.54592,0.13722
2025-07-06 04:23:32.698000+00:00,-22857.9902892,-0.21158
2025-07-06 04:23:32.698000+00:00,-6.4820844,-6e-05
2025-07-06 04:23:32.698000+00:00,-2160.6948,-0.02
2025-07-06 04:23:32.698000+00:00,-10.803474,-0.0001
2025-07-06 04:23:32.698000+00:00,-9107.328582,-0.0843
2025-07-06 04:23:32.698000+00:00,-5.401737,-5e-05
2025-07-06 04:23:32.698000+00:00,-5.401737,-5e-05
2025-07-06 04:23:32.698000+00:00,-51.8566752,-0.00048
2025-07-06 04:23:32.698000+00:00,-52.9370226,-0.00049
2025-07-06 04:23:32.698000+00:00,-54.01737,-0.0005
2025-07-06 04:23:32.698000+00:00,-52.9370226,-0.00049
2025-07-06 04:23:32.698000+00:00,-254.9619864,-0.00236
2025-07-06 04:23:32.698000+00:00,-55.0977174,-0.00051
2025-07-06 04:23:32.698000+00:00,-56.1780648,-0.00052
2025-07-06 04:23:32.698000+00:00,-5.401737,-5e-05
2025-07-06 04:23:32.698000+00:00,-5.401737,-5e-05
2025-07-06 04:23:32.698000+00:00,-5.401737,-5e-05
2025-07-06 04:23:32.698000+00:00,-5488.164792,-0.0508
2025-07-06 04:23:32.698000+00:00,-5.401737,-5e-05
2025-07-06 04:23:32.698000+00:00,-5.401737,-5e-05
2025-07-06 04:23:32.698000+00:00,-901.0097316,-0.00834
